Code Aéroport,Code Ville,Code Pays,Nom Ville,Latitude,Longitude,UTC Différence,Time_Zone
MVS,MVS,BR,Mucuri,-18.0833,-39.5667,-03:00,America/Araguaina
MVT,MVT,PF,Mataiva,-14.8697,-148.7131,-10:00,Pacific/Tahiti
MVU,MVU,AU,Musgrave,-14.1667,143.6833,+10:00,Australia/Brisbane
MVV,MVV,FR,Megeve,45.8208,6.6522,+01:00,Europe/Paris
MVW,MVW,US,Burlington/Mt Vernon Skagit Regional,48.4167,-122.3333,-08:00,America/Los_Angeles
MVX,MVX,GA,Minvoul,2.15,12.1333,+01:00,Africa/Libreville
MVY,MVY,US,Martha'S Vineyard,41.3933,-70.6125,-05:00,America/New_York
MVZ,MVZ,ZW,Masvingo,-20.0553,30.8592,+02:00,Africa/Harare
MWA,MWA,US,Marion,37.7514,-89.0167,-06:00,America/Chicago
MWB,MWB,AU,Morawa,-29.2042,116.0225,+08:00,Australia/Perth
MWC,MKE,US,Milwaukee Lawrence J Timmerman Apt,43.0333,-87.9,-06:00,America/Chicago
MWD,MWD,PK,Mianwali,32.5833,71.55,+05:00,Asia/Karachi
MWE,MWE,SD,Merowe,18.4425,31.8433,+02:00,Africa/Khartoum
MWF,MWF,VU,Maewo,-14.9978,168.0817,+11:00,Pacific/Efate
MWG,MWG,PG,Marawaka,-6.9667,145.9,+10:00,Pacific/Port_Moresby
MWH,MWH,US,Moses Lake Grant County Intl,47.2047,-119.3167,-08:00,America/Los_Angeles
MWI,MWI,PG,Maramuni,-5.15,143.4833,+10:00,Pacific/Port_Moresby
MWJ,MWJ,GY,Matthews Ridge,7.4883,-60.185,-04:00,America/Guyana
MWK,MWK,ID,Matak Tarempa,3.3,106.2656,+07:00,Asia/Pontianak
MWL,MWL,US,Mineral Wells,32.7833,-98.0667,-06:00,America/Chicago
MWM,MWM,US,Windom Municipal,43.9167,-95.1,-06:00,America/Chicago
MWN,MWN,TZ,Mwadui,-3.55,33.6,+03:00,Africa/Dar_es_Salaam
MWO,MWO,US,Middletown Regional (Hook Field),39.5,-84.3833,-05:00,America/New_York
MWP,MWP,NP,Mountain,28.0,85.3333,+05:45,Asia/Kathmandu
MWQ,MWQ,MM,Magway,20.1536,94.9686,+06:30,Asia/Yangon
MWR,MWR,ZA,Motswari,-24.2,31.4,+02:00,Africa/Johannesburg
MWS,MOH,ID,Morowali Bandara Khusus Imip,-2.8008,122.1431,+08:00,Asia/Makassar
MWT,MWT,AU,Moolawatana,-29.9167,139.7167,+09:30,Australia/Adelaide
MWU,MWU,PG,Mussau,-1.5,149.6667,+10:00,Pacific/Port_Moresby
MWV,MWV,KH,Mondulkiri,12.4606,107.1908,+07:00,Asia/Phnom_Penh
MWW,MWW,BE,Mouscron Off-Line Point,50.7333,3.2167,+01:00,Europe/Brussels
MWX,MWX,KR,Muan International,34.9914,126.3828,+09:00,Asia/Seoul
MWY,MWY,AU,Miranda Downs,-17.3667,141.8667,+10:00,Australia/Brisbane
MWZ,MWZ,TZ,Mwanza,-2.4444,32.9328,+03:00,Africa/Dar_es_Salaam
MXA,MXA,US,Manila Municipal,35.8833,-90.15,-06:00,America/Chicago
MXB,MXB,ID,Masamba Andi Jemma,-2.5333,120.3333,+08:00,Asia/Makassar
MXC,MXC,US,Monticello,37.8667,-109.35,-07:00,America/Denver
MXD,MXD,AU,Marion Downs,-23.5,139.6667,+10:00,Australia/Brisbane
MXE,MXE,US,Laurinburg/Maxton,34.7333,-79.35,-05:00,America/New_York
MXF,MGM,US,Montgomery Maxwell Afb,32.3028,-86.4,-06:00,America/Chicago
MXG,MXG,US,Marlborough,42.3333,-71.55,-05:00,America/New_York
MXH,MXH,PG,Moro,-6.3628,143.2311,+10:00,Pacific/Port_Moresby
MXI,MXI,PH,Mati,6.95,126.2167,+08:00,Asia/Manila
MXJ,MXJ,NG,Minna,9.6167,6.5333,+01:00,Africa/Lagos
MXK,MXK,PG,Mindik,-6.4719,147.4411,+10:00,Pacific/Port_Moresby
MXL,MXL,MX,Mexicali R.Sanchez Taboada Int,32.6306,-115.2417,-08:00,America/Santa_Isabel
MXM,MXM,MG,Morombe,-21.7514,43.3764,+03:00,Indian/Antananarivo
MXN,MXN,FR,Morlaix Ploujean,48.6044,-3.8147,+01:00,Europe/Paris
MXO,MXO,US,Monticello Regional,42.2333,-91.1833,-06:00,America/Chicago
MXP,MIL,IT,Milan Malpensa,45.63,8.7231,+01:00,Europe/Rome
MXQ,MXQ,AU,Cairu Lorenzo,-13.3894,-38.91,+10:00,Australia/Brisbane
MXR,MXR,UA,Myrhorod,49.9667,33.6,+02:00,Europe/Zaporozhye
MXS,MXS,WS,Maota Savail Is Maota,-13.7428,-172.2583,+13:00,Pacific/Apia
MXT,MXT,MG,Maintirano,-18.0508,44.0322,+03:00,Indian/Antananarivo
MXU,MXU,AU,Mullewa,-28.55,115.5167,+08:00,Australia/Perth
MXV,MXV,MN,Moron,49.6633,100.0994,+08:00,Asia/Ulaanbaatar
MXW,MXW,MN,Mandalgovi,45.7667,106.2833,+08:00,Asia/Ulaanbaatar
MXX,MXX,SE,Mora Siljan,60.9578,14.5114,+01:00,Europe/Stockholm
MXY,MXY,US,Mccarthy Municipal,61.4167,-142.9167,-09:00,America/Anchorage
MXZ,MXZ,CN,Meixian,24.2642,116.0983,+08:00,Asia/Shanghai
MYA,MYA,AU,Moruya,-35.8983,150.1461,+10:00,Australia/Sydney
MYB,MYB,GA,Mayumba,-3.45,10.6833,+01:00,Africa/Libreville
MYC,MYC,VE,Maracay Mariscal Sucre,10.25,-67.6494,-04:00,America/Caracas
MYD,MYD,KE,Malindi,-3.2292,40.1017,+03:00,Africa/Nairobi
MYE,MYE,JP,Miyake Jima,34.0736,139.5603,+09:00,Asia/Tokyo
MYF,SAN,US,San Diego Montgomery Field,32.8156,-117.1383,-08:00,America/Los_Angeles
MYG,MYG,BS,Mayaguana,22.3794,-73.0136,-05:00,America/Nassau
MYH,MYH,US,Marble Canyon,36.8167,-111.65,-07:00,America/Phoenix
MYI,MYI,AU,Murray Island,-9.9153,144.0547,+10:00,Australia/Brisbane
MYJ,MYJ,JP,Matsuyama,33.8272,132.6997,+09:00,Asia/Tokyo
MYK,MYK,US,May Creek,61.3667,-142.6833,-09:00,America/Anchorage
MYL,MYL,US,Mccall Municipal,44.8897,-116.1022,-07:00,America/Denver
MYM,MYM,GY,Monkey Mountain,4.6,-59.6333,-04:00,America/Guyana
MYN,MYN,YE,Marib,15.4833,45.3333,+03:00,Asia/Aden
MYO,MYO,AU,Myroodah Station,-18.2,124.2,+08:00,Australia/Perth
MYP,MYP,TM,Mary,37.6231,61.8958,+05:00,Asia/Ashgabat
MYQ,MYQ,IN,Mysore Mandakalli,12.2317,76.6572,+05:30,Asia/Kolkata
MYR,MYR,US,Myrtle Beach,33.6797,-78.9283,-05:00,America/New_York
MYS,MYS,ET,Moyale,3.4667,39.1,+03:00,Africa/Addis_Ababa
MYT,MYT,MM,Myitkyina,25.3842,97.3539,+06:30,Asia/Yangon
MYU,MYU,US,Mekoryuk,60.3725,-166.2717,-09:00,America/Anchorage
MYV,MYV,US,Marysville Yuba County Apt,39.1,-121.5667,-08:00,America/Los_Angeles
MYW,MYW,TZ,Mtwara,-10.3392,40.1817,+03:00,Africa/Dar_es_Salaam
MYX,MYX,PG,Menyamya,-7.2,146.0167,+10:00,Pacific/Port_Moresby
MYY,MYY,MY,Miri,4.3253,113.9883,+08:00,Asia/Kuching
MYZ,MYZ,MW,Monkey Bay,-14.1,34.9167,+02:00,Africa/Blantyre
MZA,MZA,PE,Mazamari Manuel Prado,-11.3256,-74.5356,-05:00,America/Lima
MZB,MZB,MZ,Mocimboa Da Praia,-11.36,40.3558,+02:00,Africa/Maputo
MZC,MZC,GA,Mitzic,0.7833,11.5667,+01:00,Africa/Libreville
MZD,MZD,EC,Mendez,-2.7167,-78.3167,-05:00,America/Guayaquil
MZE,MZE,BZ,Manatee,17.2786,-89.0275,-06:00,America/Belize
MZF,MZF,ZA,Mzamba Wild Coast Sun,-31.1,30.1667,+02:00,Africa/Johannesburg
MZG,MZG,TW,Magong Penghu,23.5686,119.6283,+08:00,Asia/Taipei
MZH,MZH,TR,Amasya Merzifon,40.8286,35.5203,+03:00,Europe/Istanbul
MZI,MZI,ML,Mopti Ambodedjo,14.5128,-4.0794,+00:00,Africa/Bamako
MZJ,MZJ,US,Marana Pinal Airpark,32.5103,-111.3253,-07:00,America/Phoenix
MZK,MZK,KI,Marakei,2.0586,173.2719,+12:00,Pacific/Tarawa
MZL,MZL,CO,Manizales La Nubia,5.0297,-75.4647,-05:00,America/Bogota
MZM,ETZ,FR,Metz/Nancy Metz-Frescaty,49.0764,6.1339,+01:00,Europe/Paris
MZN,MZN,PG,Minj,-5.8667,144.6667,+10:00,Pacific/Port_Moresby
MZO,MZO,CU,Manzanillo Sierra Maestra,20.2881,-77.0892,-05:00,America/Havana
MZP,MZP,NZ,Motueka,-41.1167,173.0,+12:00,Pacific/Auckland
MZQ,MZQ,ZA,Mkuze,-27.6333,32.05,+02:00,Africa/Johannesburg
MZR,MZR,AF,Mazar-E Sharif,36.7069,67.2094,+04:30,Asia/Kabul
MZS,MZS,MY,Mostyn,4.6667,118.1833,+08:00,Asia/Kuching
MZT,MZT,MX,Mazatlan,23.1614,-106.2661,-07:00,America/Mazatlan
MZU,MZU,IN,Muzaffarpur,26.1186,85.3122,+05:30,Asia/Kolkata
MZV,MZV,MY,Mulu,4.0506,114.8092,+08:00,Asia/Kuching
MZW,MZW,DZ,Mecheria,33.5358,-0.2425,+01:00,Africa/Algiers
MZX,MZX,ET,Mena,6.35,39.7167,+03:00,Africa/Addis_Ababa
MZY,MZY,ZA,Mossel Bay,-34.1833,22.1333,+02:00,Africa/Johannesburg
MZZ,MZZ,US,Marion Municipal,40.4833,-85.6833,-05:00,America/New_York
NAA,NAA,AU,Narrabri,-30.3192,149.8272,+10:00,Australia/Sydney
NAB,ABY,US,Albany Nas,31.5361,-84.2,-05:00,America/New_York
NAC,NAC,AU,Naracoorte,-36.9806,140.7233,+09:30,Australia/Adelaide
NAD,NAD,CO,Macanal,2.5667,-67.5833,-05:00,America/Bogota
NAE,NAE,BJ,Natitingou,10.3167,1.3667,+01:00,Africa/Porto-Novo
NAF,NAF,ID,Banaina,2.75,117.05,+08:00,Asia/Makassar
NAG,NAG,IN,Nagpur,21.0922,79.0472,+05:30,Asia/Kolkata
NAH,NAH,ID,Tahuna Naha,3.6833,125.5281,+08:00,Asia/Makassar
NAI,NAI,GY,Annai,3.9594,-59.1244,-04:00,America/Guyana
NAJ,NAJ,AZ,Nakchivan,39.1889,45.4583,+04:00,Asia/Baku
NAK,NAK,TH,Nakhon Ratchasima,14.9497,102.3131,+07:00,Asia/Bangkok
NAL,NAL,RU,Nalchik,43.5128,43.6367,+03:00,Europe/Moscow
NAM,NAM,ID,Namlea,-3.2372,127.1003,+09:00,Asia/Jayapura
NAN,NAN,FJ,Nadi,-17.755,177.4436,+12:00,Pacific/Fiji
NAO,NAO,CN,Nanchong Gaoping,30.7939,106.1597,+08:00,Asia/Shanghai
NAP,NAP,IT,Naples,40.8844,14.2908,+01:00,Europe/Rome
NAQ,NAQ,GL,Qaanaaq,77.4886,-69.3878,-03:00,America/Godthab
NAR,NAR,CO,Puerto Nare,6.2,-74.6167,-05:00,America/Bogota
NAS,NAS,BS,Nassau,25.0389,-77.4661,-05:00,America/Nassau
NAT,NAT,BR,Natal,-5.7681,-35.3761,-03:00,America/Araguaina
NAU,NAU,PF,Napuka,-14.1769,-141.2672,-10:00,Pacific/Tahiti
NAV,NAV,TR,Nevsehir Kapadokya,38.7719,34.5344,+03:00,Europe/Istanbul
NAW,NAW,TH,Narathiwat,6.5233,101.7447,+07:00,Asia/Bangkok
NAX,NAX,US,Barbers Point,21.3,-158.1167,-10:00,Pacific/Honolulu
NAY,BJS,CN,Beijing Nanyuan Apt,39.7864,116.3864,+08:00,Asia/Shanghai
NAZ,NAZ,SB,Star Harbour Nana,-10.6556,162.2058,+11:00,Pacific/Guadalcanal
NBA,NBA,PG,Nambaiyufa,-6.25,145.2333,+10:00,Pacific/Port_Moresby
NBB,NBB,CO,Barranco Minas,3.3333,-70.3333,-05:00,America/Bogota
NBC,NBC,RU,Nizhnekamsk,55.5667,52.1,+03:00,Europe/Moscow
NBE,NBE,TN,Enfidha,36.0756,10.4383,+01:00,Africa/Tunis
NBG,MSY,US,New Orleans Nas Jrb/A. Callender,29.8322,-90.0281,-06:00,America/Chicago
NBH,NBH,AU,Nambucca Heads,-30.65,153.0,+10:00,Australia/Sydney
NBJ,LAD,AO,Luanda Dr Antonio Agostinho Neto,-9.0458,13.4906,+01:00,Africa/Luanda
NBK,BKK,TH,Bangkok Suvarnabhumi International Apt,13.6833,100.7333,+07:00,Asia/Bangkok
NBL,NBL,PA,San Blas Wannukandi,9.4667,-79.0,-05:00,America/Panama
NBN,NBN,GQ,Annobon,-1.4094,5.6219,+01:00,Africa/Malabo
NBO,NBO,KE,Nairobi,-1.3192,36.9278,+03:00,Africa/Nairobi
NBP,NYC,US,New York Battery Park City Ferry,40.7028,-74.0167,-05:00,America/New_York
NBR,NBR,AU,Nambour,-26.6333,152.9667,+10:00,Australia/Brisbane
NBS,NBS,CN,Baishan Changbaishan Airport,42.065,127.6025,+08:00,Asia/Shanghai
NBU,NBU,US,Glenview Naval Air Station,42.0667,-87.8,-06:00,America/Chicago
NBV,NBV,BR,Cana Brava,-13.5381,-48.2469,-03:00,America/Sao_Paulo
NBW,NBW,CU,Guantanamo Mariana Grajales,19.9067,-75.2053,-05:00,America/Havana
NBX,NBX,ID,Nabire,-3.3681,135.4967,+09:00,Asia/Jayapura
NCA,NCA,TC,North Caicos,21.8842,-71.9394,-05:00,America/Grand_Turk
NCE,NCE,FR,Nice,43.6653,7.215,+01:00,Europe/Paris
NCG,NCG,MX,Nuevo Casas Grandes,30.5167,-107.9833,-07:00,America/Mazatlan
NCH,NCH,TZ,Nachingwea,-10.3667,38.8,+03:00,Africa/Dar_es_Salaam
NCI,NCI,CO,Necocli,8.45,-76.7833,-05:00,America/Bogota
NCJ,NCJ,AR,Sunchales,-30.9578,-61.525,-03:00,America/Argentina/Buenos_Aires
NCL,NCL,GB,Newcastle,55.0375,-1.6917,+00:00,Europe/London
NCN,NCN,US,Chenega Bay,60.0794,-147.995,-09:00,America/Anchorage
NCO,NCO,US,North Kingstown Quonset State,41.5972,-71.4122,-05:00,America/New_York
NCP,NCP,PH,Luzon Island Cubi Point Nas,16.0,121.0,+08:00,Asia/Manila
NCQ,MGE,US,Marietta Atlanta Nas,33.9528,-84.5528,-05:00,America/New_York
NCR,NCR,NI,San Carlos,11.1361,-84.7686,-06:00,America/Managua
NCS,NCS,ZA,Newcastle,-27.75,30.0,+02:00,Africa/Johannesburg
NCT,NCT,CR,Nicoya,10.2,-85.4667,-06:00,America/Costa_Rica
NCU,NCU,UZ,Nukus,42.4867,59.6228,+05:00,Asia/Tashkent
NCY,NCY,FR,Annecy,45.9308,6.1064,+01:00,Europe/Paris
NDA,NDA,ID,Banda Island Bandaneira,-4.5333,129.9,+09:00,Asia/Jayapura
NDB,NDB,MR,Nouadhibou,20.9331,-17.03,+00:00,Africa/Nouakchott
NDC,NDC,IN,Nanded,19.1819,77.3228,+05:30,Asia/Kolkata
NDD,NDD,AO,Sumbe,-11.1667,13.8667,+01:00,Africa/Luanda
NDE,NDE,KE,Mandera,3.9342,41.8444,+03:00,Africa/Nairobi
NDF,NDF,AO,N'dalatando,-9.3333,14.8333,+01:00,Africa/Luanda
NDG,NDG,CN,Qiqihar,47.2397,123.9181,+08:00,Asia/Shanghai
NDH,ZAS,CN,Shunde Bus Station,22.8194,113.2506,+08:00,Asia/Shanghai
NDI,NDI,PG,Namudi,-9.45,148.2333,+10:00,Pacific/Port_Moresby
NDJ,NDJ,TD,N'djamena Hassan Djamous Intl,12.1336,15.0339,+01:00,Africa/Ndjamena
NDK,NDK,MH,Namdrik Island Namorik Island,5.6331,168.1244,+12:00,Pacific/Majuro
NDL,NDL,CF,Ndele,8.4,20.65,+01:00,Africa/Bangui
NDM,NDM,ET,Mendi Masslo,9.7667,35.1,+03:00,Africa/Addis_Ababa
NDN,NDN,PG,Nadunumu,-9.1333,147.6833,+10:00,Pacific/Port_Moresby
NDO,NDO,ES,La Palma Del Condada Rail Station,37.3833,-6.55,+01:00,Europe/Madrid
NDP,PNS,US,Pensacola Ellyson Nas,30.4694,-87.1861,-06:00,America/Chicago
NDR,NDR,MA,Nador,34.9889,-3.0283,+01:00,Africa/Casablanca
NDS,NDS,AU,Sandstone,-28.0,119.25,+08:00,Australia/Perth
NDU,NDU,NA,Rundu,-17.9561,19.7228,+02:00,Africa/Windhoek
NDV,NDV,US,Anacostia United States Navy Heliport,38.8667,-76.9833,-05:00,America/New_York
NDY,NDY,GB,Sanday,59.2503,-2.575,+00:00,Europe/London
NDZ,NDZ,DE,Nordholz-Spieka,53.7686,8.6447,+01:00,Europe/Berlin
NEA,NEA,US,Glynco Naval Air Station,31.1667,-81.5,-05:00,America/New_York
NEC,NEC,AR,Necochea,-38.4889,-58.8158,-03:00,America/Argentina/Buenos_Aires
NEF,NEF,RU,Neftekamsk,56.1,54.35,+05:00,Asia/Yekaterinburg
NEG,NEG,JM,Negril,18.3083,-78.3333,-05:00,America/Jamaica
NEI,NEI,RU,Terney,45.0831,136.5906,+10:00,Asia/Vladivostok
NEJ,NEJ,ET,Nejo,9.5,35.4667,+03:00,Africa/Addis_Ababa
NEK,NEK,ET,Nekemte,9.0333,36.5833,+03:00,Africa/Addis_Ababa
NEL,NEL,US,Lakehurst Maxfield Field,40.0167,-74.3167,-05:00,America/New_York
NEN,JAX,US,Jacksonville Whitehouse Nolf,30.3333,-81.8833,-05:00,America/New_York
NER,NER,RU,Neryungri Chulman,56.9114,124.9031,+09:00,Asia/Yakutsk
NES,NYC,US,New York East 34th Street Ferry,40.7333,-73.9667,-05:00,America/New_York
NEU,NEU,LA,Sam Neua,20.4186,104.0675,+07:00,Asia/Vientiane
NEV,NEV,KN,Nevis Vance W. Amory Intl,17.2056,-62.59,-04:00,America/St_Kitts
NEW,MSY,US,New Orleans Lakefront Apt,30.0433,-90.03,-06:00,America/Chicago
NFB,MTC,US,Mount Clemens Detroit Naf,42.6028,-82.8833,-05:00,America/New_York
NFF,ZEF,CN,Nanhai Bus Station,23.0378,113.1522,+08:00,Asia/Shanghai
NFG,NFG,RU,Nefteyugansk,61.1333,73.05,+05:00,Asia/Yekaterinburg
NFL,NFL,US,Fallon Nas-Van Voorhis Field,39.4667,-118.7833,-08:00,America/Los_Angeles
NFO,NFO,TO,Niuafo'ou Mata'aho,-15.5708,-175.6292,+13:00,Pacific/Tongatapu
NFR,NFR,LY,Nafoora,29.2167,21.5833,+02:00,Africa/Tripoli
NGA,NGA,AU,Young,-34.25,148.25,+10:00,Australia/Sydney
NGB,NGB,CN,Ningbo,29.8267,121.4619,+08:00,Asia/Shanghai
NGC,GCN,US,Grand Canyon North Rim Apt,36.3833,-112.1333,-07:00,America/Phoenix
NGD,NGD,VG,Anegada August George,18.7333,-64.3167,-04:00,America/Tortola
NGE,NGE,CM,Ngaoundere N'gaoundere,7.3569,13.5592,+01:00,Africa/Douala
NGF,NGF,US,Kaneohe Bay Mcas,21.4514,-157.7672,-10:00,Pacific/Honolulu
NGI,NGI,FJ,Gau Island,-18.1156,179.3397,+12:00,Pacific/Fiji
NGK,NGK,RU,Nogliki,51.7817,143.14,+11:00,Asia/Srednekolymsk
NGL,NGL,ZA,Ngala,-24.3908,31.3278,+02:00,Africa/Johannesburg
NGM,GUM,GU,Guam Agana Nas,13.4833,144.8,+10:00,Pacific/Guam
NGN,NGN,PA,Nargana,9.0667,-78.0167,-05:00,America/Panama
NGO,NGO,JP,Nagoya,34.8583,136.8053,+09:00,Asia/Tokyo
NGP,CRP,US,Corpus Christi Nas (Truax Field),27.6906,-97.2889,-06:00,America/Chicago
NGQ,NGQ,CN,Shiquande Ngari Gunsa/Ali Kunsha,32.0997,80.0533,+08:00,Asia/Shanghai
NGR,NGR,PG,Ningerum,-5.6667,141.1167,+10:00,Pacific/Port_Moresby
NGS,NGS,JP,Nagasaki,32.9169,129.9136,+09:00,Asia/Tokyo
NGU,ORF,US,Norfolk Ns (Chambers Field),36.8964,-76.1983,-05:00,America/New_York
NGV,NGV,AO,Ngiva,-17.05,15.7,+01:00,Africa/Luanda
NGW,CRP,US,Corpus Christi Cabaniss Field Nolf,27.7722,-97.5,-06:00,America/Chicago
NGX,NGX,NP,Manang,28.6333,84.0,+05:45,Asia/Kathmandu
NGY,NGO,JP,Nagoya Ek Bus Station,35.1711,136.8828,+09:00,Asia/Tokyo
NGZ,NGZ,US,Alameda Naval Air Station,37.7833,-122.3,-08:00,America/Los_Angeles
NHA,NHA,VN,Nha Trang Airport,12.2275,109.1922,+07:00,Asia/Ho_Chi_Minh
NHD,DXB,AE,Dubai Minhad Ab,25.0269,55.3664,+04:00,Asia/Dubai
NHF,KSL,SD,New Halfa,15.35,35.7333,+02:00,Africa/Khartoum
NHG,KHN,CN,Nanchang Rail Station,28.6622,115.9197,+08:00,Asia/Shanghai
NHK,NHK,US,Patuxent River Nas (Trapnell Field),38.2833,-76.4167,-05:00,America/New_York
NHR,NAP,IT,Napoli Afragola High Speed Rail,40.9308,14.3308,+01:00,Europe/Rome
NHS,NHS,PK,Nushki,29.55,66.0,+05:00,Asia/Karachi
NHT,NHT,GB,Raf Northolt,51.5531,-0.4183,+00:00,Europe/London
NHV,NHV,PF,Nuku Hiva,-8.7956,-140.2289,-09:30,Pacific/Marquesas
NHX,NHX,US,Foley Barin Nolf,30.4167,-87.6833,-06:00,America/Chicago
NHZ,NHZ,US,Brunswick Executive,43.8936,-69.9378,-05:00,America/New_York
NIA,NIA,LR,Nimba,7.5,-8.5833,+00:00,Africa/Monrovia
NIB,NIB,US,Nikolai,63.0172,-154.3656,-09:00,America/Anchorage
NIC,NIC,CY,Nicosia,35.15,33.2667,+02:00,Asia/Nicosia
NIE,NIE,US,Niblack,55.0667,-132.15,-09:00,America/Anchorage
NIF,NIF,AU,Nifty,-21.6736,121.5961,+08:00,Australia/Perth
NIG,NIG,KI,Nikunau,-1.3144,176.4108,+12:00,Pacific/Tarawa
NIK,NIK,SN,Niokolo-Koba,13.075,-12.7167,+00:00,Africa/Dakar
NIM,NIM,NE,Niamey,13.4811,2.1767,+01:00,Africa/Niamey
NIN,NIN,US,Ninilchik,60.05,-151.6667,-09:00,America/Anchorage
NIO,NIO,CD,Nioki,-2.7167,17.6833,+01:00,Africa/Kinshasa
NIP,JAX,US,Jacksonville Nas (Towers Field),30.4928,-81.6872,-05:00,America/New_York
NIQ,NIQ,GL,Niaqornat Heliport,70.7894,-53.6631,-03:00,America/Godthab
NIR,NIR,US,Beeville Chase Field Industrial,28.4,-97.75,-06:00,America/Chicago
NIS,NIS,PG,Simberi Island,-2.6667,152.0,+10:00,Pacific/Port_Moresby
NIT,NIT,FR,Niort Souche,46.3133,-0.3944,+01:00,Europe/Paris
NIU,NIU,PF,Niau,-16.1208,-146.3736,-10:00,Pacific/Tahiti
NIX,NIX,ML,Nioro Du Sahel,15.2361,-9.5833,+00:00,Africa/Bamako
NJA,NJA,JP,Atsugi Naval Air Station,35.45,139.45,+09:00,Asia/Tokyo
NJB,NJB,CN,Neijiang Bei Rail Stn,29.6125,105.0814,+08:00,Asia/Shanghai
NJC,NJC,RU,Nizhnevartovsk,60.9492,76.4836,+05:00,Asia/Yekaterinburg
NJF,NJF,IQ,Al Najaf Al-Ashraf International,31.9897,44.4042,+03:00,Asia/Baghdad
NJJ,NJJ,CN,Heihe Nenjiang Melgen,49.2364,125.3372,+08:00,Asia/Shanghai
NJK,IPL,US,El Centro Naf,32.8344,-115.5667,-08:00,America/Los_Angeles
NKA,NKA,GA,Nkan,0.7,9.9833,+01:00,Africa/Libreville
NKB,NKB,AU,Noonkanbah,-18.5,124.8333,+08:00,Australia/Perth
NKC,NKC,MR,Nouakchott,18.0978,-15.9481,+00:00,Africa/Nouakchott
NKD,NKD,ID,Sinak,-3.8333,137.85,+09:00,Asia/Jayapura
NKG,NKG,CN,Nanjing,31.7419,118.8619,+08:00,Asia/Shanghai
NKI,NKI,US,Naukiti Bay Sea Plane Base,55.8556,-133.1833,-09:00,America/Anchorage
NKJ,NKG,CN,Nanjing Rail Station,31.9711,118.7922,+08:00,Asia/Shanghai
NKL,NKL,CD,Kolo Fuma,-5.4208,14.8175,+02:00,Africa/Lubumbashi
NKM,NGO,JP,Nagoya Komaki Airport,35.255,136.9244,+09:00,Asia/Tokyo
NKN,NKN,PG,Nankina,-5.8333,146.45,+10:00,Pacific/Port_Moresby
NKO,NKO,MG,Ankokoambo,-16.5833,44.45,+03:00,Indian/Antananarivo
NKP,NKP,PF,Nukutepipi,-20.4536,-143.5294,-10:00,Pacific/Tahiti
NKS,NKS,CM,Nkongsamba,4.95,9.9333,+01:00,Africa/Douala
NKT,NKT,TR,Sirnak,37.3636,42.0619,+03:00,Europe/Istanbul
NKU,NKU,LS,Nkau,-30.0219,28.1969,+02:00,Africa/Maseru
NKV,NKV,US,Nichen Cove,55.85,-133.2167,-09:00,America/Anchorage
NKX,SAN,US,San Diego Miramar Mcas,32.8697,-117.1406,-08:00,America/Los_Angeles
NKY,NKY,CG,N'kayi Yokangassi,-4.2228,13.2867,+01:00,Africa/Brazzaville
NLA,NLA,ZM,Ndola,-12.9619,28.5142,+02:00,Africa/Lusaka
NLC,NLC,US,Lemoore Nas (Reeves Field),36.3328,-119.9519,-08:00,America/Los_Angeles
NLD,NLD,MX,Nuevo Laredo Quetzalcoatl Intl,27.4439,-99.5706,-06:00,America/Matamoros
NLE,NLE,US,Niles Jerry Tyler Memorial,41.85,-86.2167,-05:00,America/New_York
NLF,NLF,AU,Darnley Island,-9.5792,143.7803,+10:00,Australia/Brisbane
NLG,NLG,US,Nelson Lagoon,56.0078,-161.1603,-09:00,America/Anchorage
NLH,NLH,CN,Ninglang Luguhu,27.5403,100.7592,+08:00,Asia/Shanghai
NLI,NLI,RU,Nikolayevsk-Na-Amure,53.1542,140.6522,+10:00,Asia/Vladivostok
NLK,NLK,NF,Norfolk Island,-29.0417,167.9386,+11:00,Pacific/Norfolk
NLL,NLL,AU,Nullagine,-21.9167,120.2,+08:00,Australia/Perth
NLN,ACV,US,Arcata/Eureka Kneeland,40.7192,-123.9275,-08:00,America/Los_Angeles
NLO,FIH,CD,Kinshasa N'dolo Apt,-4.3167,15.3167,+01:00,Africa/Kinshasa
NLP,NLP,ZA,Nelspruit,-25.5,30.9167,+02:00,Africa/Johannesburg
NLS,NLS,AU,Nicholson,-18.0417,128.9,+08:00,Australia/Perth
NLT,NLT,CN,Xinyuan Nalati,43.4322,83.3822,+08:00,Asia/Shanghai
NLU,MEX,MX,Mexico City Santa Lucia Afb,19.755,-99.0172,-06:00,America/Mexico_City
NLV,NLV,UA,Mykolaiv International,47.0578,31.9197,+02:00,Europe/Zaporozhye
NMA,NMA,UZ,Namangan,40.985,71.5569,+05:00,Asia/Tashkent
NMB,NMB,IN,Daman,20.4167,72.85,+05:30,Asia/Kolkata
NMC,NMC,BS,Norman's Cay,24.5833,-76.8333,-05:00,America/Nassau
NME,NME,US,Nightmute,60.4722,-164.6992,-09:00,America/Anchorage
NMF,NMF,MV,Maafaru International,5.82,73.4717,+05:00,Indian/Maldives
NMG,NMG,PA,San Miguel,8.45,-78.9167,-05:00,America/Panama
NML,NML,CA,Fort Mcmurray Mildred Lake,57.0592,-111.5786,-07:00,America/Whitehorse
NMN,NMN,PG,Nomane,-6.3167,145.0667,+10:00,Pacific/Port_Moresby
