Ville,Description jour,Timezone,Latitude,Longitude,Date,Heure_locale,Max_Température,Min_Température,Température_actuelle,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Radiation_solaire,Energy_solaire,Soleil_coucher,Alerte_risk,Description_detailed,Conditions_météo,Alertes_météo,Alertes_description,Vitesse_vent
"Sydney, NSW 2000, Australia",Similar temperatures continuing with a chance of rain Wednesday.,Australia/Sydney,-33.8696,151.207,2023-06-30,00:27:00,17.0,6.3,8.2,59.1,0.0,0.0,0.0,48.2,24.1,262.2,1017.3,5.8,,129.3,11.1,16:56:31,10.0,Clear conditions throughout the day.,Clear,,,24.1
"Auckland, New Zealand",Similar temperatures continuing with a chance of rain multiple days.,Pacific/Auckland,-36.8523,174.764,2023-06-30,02:28:00,13.6,9.6,10.5,79.4,15.6,0.0,0.0,56.5,28.1,261.3,991.7,59.9,,102.9,9.1,17:14:25,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,28.1
"Christchurch, Canterbury, New Zealand",Similar temperatures continuing with a chance of rain today & tomorrow.,Pacific/Auckland,-43.5311,172.638,2023-06-30,02:30:00,9.3,4.6,7.2,79.2,10.0,0.0,,31.0,16.9,226.7,983.9,84.4,,29.2,2.5,17:02:27,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,16.9
"Kuala Lumpur, Wilayah Persekutuan, Malaysia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kuala_Lumpur,3.1479,101.694,2023-06-29,22:00:00,32.1,24.2,27.7,80.3,2.6,0.0,0.0,9.0,13.5,287.2,1009.9,30.7,,237.9,20.6,19:25:42,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,13.5
"Pulau Pinang, Malaysia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kuala_Lumpur,5.42382,100.328,2023-06-29,22:00:00,30.4,25.4,28.1,83.8,4.6,0.0,,15.1,23.6,303.6,1009.4,33.4,,176.5,15.5,19:35:07,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,23.6
"Phnom Penh, Cambodia",Similar temperatures continuing with a chance of rain Sunday & Monday.,Asia/Phnom_Penh,11.5525,104.879,2023-06-29,21:00:00,35.0,27.0,28.0,81.8,1.0,0.0,0.0,33.1,24.1,188.0,1006.7,65.8,,202.4,17.4,18:27:46,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,24.1
"Siem Reap, Cambodia","Similar temperatures continuing with a chance of rain Sunday, Monday & Tuesday.",Asia/Phnom_Penh,13.3612,103.861,2023-06-29,21:00:00,33.0,26.0,27.0,77.7,0.2,0.0,0.0,22.3,11.2,263.8,1006.8,58.8,,216.5,18.7,18:35:08,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.2
"Hồ Chí Minh, Việt Nam",Similar temperatures continuing with a chance of rain multiple days.,Asia/Ho_Chi_Minh,10.7764,106.701,2023-06-29,21:30:00,32.0,24.0,27.0,89.0,6.7,0.0,0.0,20.9,18.4,231.3,1008.4,65.2,,234.4,20.3,18:19:05,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,18.4
"Bandar Seri Begawan, Brunei Darussalam",Similar temperatures continuing with a chance of rain multiple days.,Asia/Brunei,4.8919,114.94,2023-06-29,22:00:00,30.9,26.9,27.0,88.9,6.1,0.0,0.0,12.6,16.5,5.7,1010.0,88.1,,274.7,23.8,18:35:44,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,16.5
"Surabaya, Indonesia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Jakarta,-7.26309,112.731,2023-06-29,21:30:00,33.0,25.0,28.0,78.0,0.0,0.0,0.0,22.0,20.5,101.6,1010.2,25.0,,237.7,20.5,17:23:37,10.0,Partly cloudy throughout the day.,Partially cloudy,,,20.5
"Windhoek, Khomas, Namibia",Similar temperatures continuing with no rain expected.,Africa/Windhoek,-22.5716,17.0907,2023-06-29,15:00:00,18.0,3.8,18.0,40.3,0.0,0.0,0.0,21.2,19.4,96.1,1024.8,33.8,,204.4,17.7,18:18:01,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,19.4
"Zanzibar, Mjini Magharibi, Tanzania",Similar temperatures continuing with a chance of rain multiple days.,Africa/Dar_es_Salaam,-6.17683,39.2239,2023-06-29,17:00:00,29.0,22.0,27.0,77.4,2.7,0.0,0.0,33.1,37.0,156.1,1017.6,58.5,,175.8,15.1,18:19:35,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,37.0
"Cancún, QROO, México",Similar temperatures continuing with a chance of rain Saturday & Sunday.,America/Cancun,21.1263,-86.8439,2023-06-29,08:50:00,35.0,24.6,30.0,71.5,1.6,0.0,0.0,19.8,14.8,82.0,1013.0,9.2,,328.0,28.2,19:32:59,30.0,Clear conditions throughout the day with storms possible.,Rain,,,14.8
"Brasília, DF, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-15.7783,-47.9291,2023-06-29,11:30:00,25.3,10.0,22.3,48.3,0.0,0.0,0.0,30.2,24.1,98.4,1020.8,0.0,,227.5,19.7,17:51:12,10.0,Clear conditions throughout the day.,Clear,,,24.1
"Belo Horizonte, MG, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-19.9195,-43.9383,2023-06-29,11:00:00,26.0,10.3,23.8,58.0,0.0,0.0,0.0,22.0,11.4,98.7,1022.0,0.0,,205.4,17.8,17:27:25,10.0,Clear conditions throughout the day.,Clear,,,11.4
"Curitiba, PR, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-25.44,-49.2765,2023-06-29,11:30:00,14.0,10.0,13.9,91.8,0.3,0.0,0.0,29.5,14.8,89.7,1025.3,85.6,,22.5,1.9,17:37:39,10.0,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,,14.8
"Ciudad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",Similar temperatures continuing with no rain expected.,America/Argentina/Buenos_Aires,-34.6085,-58.3734,2023-06-29,11:25:00,13.1,8.5,11.2,72.6,0.0,0.0,,24.1,20.5,93.0,1026.9,88.6,,128.0,11.0,17:52:47,10.0,Partly cloudy throughout the day.,Partially cloudy,,,20.5
"Florianópolis, SC, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-27.5976,-48.548,2023-06-29,11:00:00,18.0,15.3,17.0,65.1,0.1,0.0,,48.2,27.7,170.6,1025.4,96.0,,38.0,3.3,17:30:06,10.0,Cloudy skies throughout the day with morning rain.,"Rain, Overcast",,,27.7
"Fortaleza, CE, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Fortaleza,-3.71841,-38.5429,2023-06-29,11:00:00,28.9,25.0,29.0,76.9,3.4,0.0,0.0,42.1,27.7,128.6,1014.5,47.7,,225.9,19.4,17:34:56,10.0,Clearing in the afternoon with rain.,"Rain, Partially cloudy",,,27.7
"Montevideo, Uruguay",Similar temperatures continuing with no rain expected.,America/Montevideo,-34.8742,-56.1629,2023-06-29,11:00:00,14.6,5.0,11.4,76.9,0.0,0.0,0.0,21.6,14.8,73.1,1026.8,67.5,,118.0,10.1,17:43:15,10.0,Partly cloudy throughout the day.,Partially cloudy,,,14.8
"Porto Alegre, RS, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-30.0339,-51.228,2023-06-29,11:15:00,15.7,7.6,14.2,76.1,0.0,0.0,0.0,32.8,10.8,140.8,1026.4,49.9,,121.5,10.6,17:35:20,10.0,Partly cloudy throughout the day.,Partially cloudy,,,10.8
"Recife, PE, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Recife,-8.05603,-34.8704,2023-06-29,11:00:00,26.6,23.0,24.0,88.2,14.8,0.0,,28.1,22.7,144.4,1015.9,47.6,,226.1,19.4,17:12:45,10.0,Clearing in the afternoon with a chance of rain throughout the day.,"Rain, Partially cloudy",,,22.7
El Salvador,Similar temperatures continuing with a chance of rain multiple days.,America/El_Salvador,13.6997,-89.2068,2023-06-29,08:25:00,28.8,21.1,25.4,86.1,9.3,0.0,0.0,7.2,14.8,332.6,1010.6,63.2,,290.9,25.0,18:28:07,75.0,Partly cloudy throughout the day with strong storms possible.,"Rain, Partially cloudy",,,14.8
"Natal, RN, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Fortaleza,-5.79544,-35.2115,2023-06-29,11:00:00,29.1,22.0,27.9,87.7,4.5,0.0,0.0,27.0,22.3,161.3,1014.9,48.0,,245.3,21.2,17:18:02,10.0,Clearing in the afternoon with a chance of rain throughout the day.,"Rain, Partially cloudy",,,22.3
"Cuiabá, MT, Brasil",Similar temperatures continuing with no rain expected.,America/Cuiaba,-15.5988,-56.0947,2023-06-29,10:00:00,34.1,17.0,28.0,50.2,0.0,0.0,0.0,12.6,6.5,144.1,1016.3,0.0,,217.9,18.7,17:24:12,10.0,Clear conditions throughout the day.,Clear,,,6.5
"Belém, PA, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Belem,-1.45643,-48.5033,2023-06-29,11:00:00,34.5,24.1,32.0,73.2,1.3,0.0,0.0,24.1,13.0,82.2,1012.5,65.0,,204.5,17.7,18:18:40,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,13.0
"Londrina, PR, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-23.31,-51.1654,2023-06-29,11:00:00,23.2,15.2,23.0,75.0,0.0,0.0,0.0,39.2,16.6,110.4,1021.9,6.1,,178.3,15.4,17:49:37,10.0,Clear conditions throughout the day.,Clear,,,16.6
"São José do Rio Preto, SP, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-20.8099,-49.3858,2023-06-29,11:00:00,26.3,17.0,25.0,54.7,0.0,0.0,0.0,45.7,20.2,132.7,1020.5,2.1,,198.6,17.3,17:47:29,10.0,Clear conditions throughout the day.,Clear,,,20.2
"Manaus, AM, Brasil","Similar temperatures continuing with a chance of rain Sunday, Wednesday & Thursday.",America/Manaus,-3.10848,-60.0523,2023-06-29,10:00:00,34.7,23.4,31.5,63.3,0.0,0.0,0.0,15.5,13.4,121.1,1012.5,32.4,,266.1,22.9,18:02:02,10.0,Clearing in the afternoon.,Partially cloudy,,,13.4
"São Luiz, RR, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Boa_Vista,1.01645,-60.0377,2023-06-29,10:00:00,32.4,22.7,30.8,77.1,0.9,0.0,0.0,16.6,5.4,83.8,1012.5,71.8,,148.3,12.9,18:09:03,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,,,5.4
"João Pessoa, PB, Brasil",Similar temperatures continuing with a chance of rain tomorrow & Thursday.,America/Fortaleza,-7.1151,-34.8611,2023-06-29,11:00:00,27.0,23.0,28.0,88.7,13.7,0.0,0.0,26.3,22.0,153.3,1015.8,43.9,,231.5,19.9,17:14:21,10.0,Clearing in the afternoon with a chance of rain throughout the day.,"Rain, Partially cloudy",,,22.0
"Ilhéus, BA, Brasil",Similar temperatures continuing with no rain expected.,America/Bahia,-14.7878,-39.0476,2023-06-29,11:00:00,26.0,19.9,23.0,84.9,2.7,0.0,0.0,23.4,25.9,190.8,1019.3,21.1,,200.8,17.3,17:17:29,10.0,Clearing in the afternoon with a chance of rain throughout the day.,"Rain, Partially cloudy",,,25.9
"Uberlândia, MG, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-18.9191,-48.2783,2023-06-29,11:00:00,27.0,15.0,23.0,45.1,0.0,0.0,0.0,27.0,16.6,112.0,1021.2,0.0,,207.3,17.9,17:46:42,10.0,Clear conditions throughout the day.,Clear,,,16.6
"Navegantes, SC, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-26.8996,-48.6553,2023-06-29,11:00:00,19.0,13.3,18.0,80.6,1.4,0.0,0.0,23.8,14.8,170.0,1025.2,91.8,,19.4,1.6,17:32:03,10.0,Cloudy skies throughout the day with rain clearing later.,"Rain, Overcast",,,14.8
"Maceió, AL, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Maceio,-9.66649,-35.735,2023-06-29,11:00:00,26.1,21.0,27.0,87.0,15.6,0.0,,28.8,24.5,141.6,1017.0,43.6,,229.5,19.9,17:13:23,10.0,Clearing in the afternoon with a chance of rain throughout the day.,"Rain, Partially cloudy",,,24.5
"Münsterstraße, 49074 Osnabrück, Deutschland","Warming up with a chance of rain Saturday, Tuesday & Wednesday.",Europe/Berlin,52.27233,8.04625,2023-06-29,16:20:00,23.0,17.8,22.0,77.6,1.8,0.0,0.0,26.3,13.0,192.1,1014.4,75.3,,95.0,8.4,21:53:07,10.0,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,,13.0
"Leipzig, Sachsen, Deutschland","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",Europe/Berlin,51.3452,12.3859,2023-06-29,16:40:00,27.0,12.7,29.2,57.5,0.0,0.0,0.0,15.5,13.0,194.4,1015.2,79.8,,311.4,26.9,21:30:33,10.0,Partly cloudy throughout the day with a chance of rain.,"Rain, Partially cloudy",,,13.0
"Linate, Peschiera Borromeo, Lombardia, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,45.447,9.2723,2023-06-29,16:20:00,28.9,20.9,27.9,53.3,0.0,0.0,0.0,29.2,20.5,112.5,1015.8,72.3,,179.1,15.2,21:15:27,10.0,Partly cloudy throughout the day.,Partially cloudy,Yellow Thunderstorm Warning,"Moderate intensity weather phenomena expected
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",20.5
"Cagliari, Sardegna, Italia",Similar temperatures continuing with no rain expected.,Europe/Rome,39.2146,9.11049,2023-06-29,16:30:00,30.1,18.7,26.3,75.2,0.0,0.0,0.0,33.1,22.5,223.9,1013.6,11.9,,310.3,26.8,20:53:59,10.0,Clear conditions throughout the day.,Clear,Yellow Wind Warning,"Moderate intensity weather phenomena expected Bocche di Bonifacio
 (DISCLAIMER: ""Information provided on METEOALARM for Italy regard only the intensity and recurrence of the phenomena, further details can be found at www.meteoam.it. METEOALARM information do not provide the assessment of impact on the territory and they do not represent the Official Alerts messages that are issued by the National Civil Protection Service https://www.protezionecivile.gov.it"")",22.5
"Friedrichshafen, Baden-Württemberg, Deutschland",Warming up with a chance of rain multiple days.,Europe/Berlin,47.652,9.47576,2023-06-29,16:38:00,28.0,12.0,25.0,67.2,2.3,0.0,0.0,42.8,29.2,49.4,1015.5,49.8,,314.4,27.1,21:23:59,10.0,Becoming cloudy in the afternoon with late afternoon rain.,"Rain, Partially cloudy",,,29.2
"Detroit, MI, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Detroit,42.3317,-83.048,2023-06-29,10:35:00,28.5,16.2,22.2,66.3,0.366,0.0,0.0,33.5,17.3,157.4,1014.6,62.1,,280.2,24.1,21:12:59,10.0,Clearing in the afternoon with morning rain.,"Rain, Partially cloudy",Special Weather Statement,"...A strong thunderstorm will impact portions of Wayne, southern
Oakland and northeastern Washtenaw Counties through 1100 AM EDT...
At 1010 AM EDT, Doppler radar was tracking a strong thunderstorm over
Salem, or near Novi, moving southeast at 40 mph.
HAZARD...Pea size hail.
SOURCE...Radar indicated.
IMPACT...Minor damage to outdoor objects is possible.
This strong thunderstorm will be near...
Canton around 1020 AM EDT.
Livonia around 1025 AM EDT.
Romulus around 1030 AM EDT.
Taylor and Greenfield Village around 1035 AM EDT.
Detroit and Dearborn around 1040 AM EDT.
Downtown Detroit and Wyandotte around 1045 AM EDT.
Other locations impacted by this storm include Melvindale, Harper
Woods, Westland, Ecorse, Grosse Pointe Woods, Lincoln Park,
Southgate, Inkster, Highland Park and Redford.
MAX HAIL SIZE...0.25 IN
MAX WIND GUST...<30 MPH",17.3
"Cape Town, Western Cape, South Africa",Similar temperatures continuing with a chance of rain tomorrow.,Africa/Johannesburg,-33.9191,18.422,2023-06-29,16:30:00,15.0,12.0,14.5,85.2,4.4,0.0,0.0,57.6,35.3,333.7,1019.5,93.8,,46.9,4.3,17:47:17,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,,35.3
"Port Harcourt, Rivers, Nigeria",Similar temperatures continuing with a chance of rain multiple days.,Africa/Lagos,4.81394,7.0437,2023-06-29,15:00:00,28.9,22.6,27.0,90.3,25.3,0.0,0.0,23.0,13.0,248.6,1014.4,92.7,,215.1,18.6,18:47:14,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,13.0
"الدمام, السعودية",Similar temperatures continuing with no rain expected.,Asia/Riyadh,26.4368,50.0908,2023-06-29,17:00:00,42.9,27.3,41.0,16.8,0.0,0.0,0.0,37.1,32.9,341.4,999.6,19.8,,341.0,29.4,18:36:31,10.0,Clear conditions throughout the day.,Clear,,,32.9
"عمان, الأردن",Similar temperatures continuing with no rain expected.,Asia/Amman,31.9518,35.9404,2023-06-29,17:00:00,29.9,19.8,28.9,42.3,0.0,0.0,0.0,45.0,26.0,285.3,1013.0,4.6,,361.4,31.3,19:46:13,10.0,Clear conditions throughout the day.,Clear,,,26.0
South Korea South Korea Seoul,"Similar temperatures continuing with a chance of rain tomorrow, Tuesday & Wednesday.",Asia/Seoul,37.5589,127.0,2023-06-29,23:00:00,25.4,23.4,23.4,93.8,56.0,0.0,0.0,40.3,20.7,188.5,1001.7,97.4,,14.5,1.0,19:57:22,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,,20.7
中国上海,Similar temperatures continuing with a chance of rain multiple days.,Asia/Shanghai,31.2552,121.475,2023-06-29,22:30:00,35.8,25.5,30.6,69.8,4.9,0.0,0.0,36.7,22.9,205.2,1002.6,93.2,,289.3,25.0,19:02:19,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,22.9
"Billund, Syddanmark, Danmark",Similar temperatures continuing with a chance of rain multiple days.,Europe/Copenhagen,55.7316,9.11391,2023-06-29,16:20:00,21.9,16.3,20.9,88.6,0.9,0.0,0.0,33.1,18.4,215.1,1012.1,97.4,,146.8,12.6,22:11:25,10.0,Cloudy skies throughout the day with morning rain.,"Rain, Overcast",,,18.4
"Vilnius, Vilniaus Apskritis, Lietuva","Similar temperatures continuing with a chance of rain Saturday, Sunday & Thursday.",Europe/Vilnius,54.6906,25.2698,2023-06-29,17:20:00,23.0,13.0,23.0,76.9,1.6,0.0,0.0,42.1,24.1,321.6,1007.1,78.3,,245.1,21.3,21:59:25,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",forest-fire,Locally high and very high risk of forest fires.,24.1
"Glasgow, Scotland, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,55.8578,-4.24251,2023-06-29,15:25:00,17.9,7.2,16.9,78.0,0.4,0.0,0.0,43.9,27.0,243.6,1015.0,62.6,,210.0,18.1,22:05:47,10.0,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,,27.0
"Newcastle, NSW 2300, Australia",Similar temperatures continuing with a chance of rain multiple days.,Australia/Sydney,-32.9281,151.773,2023-06-30,00:35:00,18.3,7.7,8.9,60.4,0.0,0.0,,47.5,29.5,286.0,1017.9,16.8,,133.5,11.6,16:56:36,10.0,Clear conditions throughout the day.,Clear,,,29.5
"Liverpool Airport, Liverpool, England, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,53.33823,-2.85682,2023-06-29,15:19:00,18.0,12.9,18.0,70.8,0.0,0.0,0.0,37.1,25.9,297.2,1017.2,39.6,,371.6,32.2,21:43:06,10.0,Partly cloudy throughout the day.,Partially cloudy,,,25.9
