City,Description jour,Timezone,Latitude,Longitude,Date,Current time,Max_Température,Min_Température,Current temperature,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Solar radiation,Energy_solaire,Soleil_coucher,Alert risk,Description,Weather conditions,Weather alerts,Alertes_description,Vitesse_vent
"Municipal, Ameca, JAL, México",Similar temperatures continuing with a chance of rain multiple days.,America/Mexico_City,20.5553,-104.05099,2023-07-06,14:30:00,31.5,17.3,29.6,78.8,2.4,0.0,0.0,18.7,11.5,267.1,1012.8,74.9,,250.4,21.6,19:40:55,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.5
"Ammaroo, Sandover NT 0872, Australia",Similar temperatures continuing with no rain expected.,Australia/Darwin,-21.75001,135.22665,2023-07-07,07:00:00,19.5,11.4,11.9,43.9,0.0,0.0,0.0,40.3,27.0,127.1,1021.4,13.3,,193.0,16.5,17:59:42,10.0,Clear conditions throughout the day.,Clear,,,27.0
"Ambatomainty, Madagascar",Similar temperatures continuing with no rain expected.,Indian/Antananarivo,-17.72857,45.66261,2023-07-07,00:00:00,29.0,17.2,19.5,42.0,0.0,0.0,0.0,37.4,18.7,91.6,1021.4,23.8,,216.8,18.7,17:35:34,10.0,Partly cloudy throughout the day.,Partially cloudy,,,18.7
"Ardmore, OK, United States",Similar temperatures continuing with no rain expected.,America/Chicago,34.1727,-97.1288,2023-07-06,16:19:00,32.1,21.9,32.3,72.3,1.0,0.0,0.0,29.5,22.3,100.1,1015.0,29.3,,222.9,19.3,20:43:40,30.0,Partly cloudy throughout the day.,Partially cloudy,,,22.3
"Cannistown, Navan, Ireland",Similar temperatures continuing with a chance of rain multiple days.,Europe/Dublin,53.62305,-6.66705,2023-07-06,22:00:00,17.5,12.0,17.2,78.4,6.2,0.0,0.0,70.6,40.2,186.3,1007.7,88.5,,109.4,9.4,21:56:55,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,40.2
"Anchorage, AK, United States",Similar temperatures continuing with a chance of rain tomorrow & Monday.,America/Anchorage,61.2175,-149.858,2023-07-06,13:20:00,14.5,11.5,13.9,92.2,10.785,0.0,0.0,11.2,9.3,331.9,1019.0,94.4,,59.2,5.1,23:33:11,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,,9.3
"Regal Ln, Williamston, SC 29697, United States","Similar temperatures continuing with a chance of rain Sunday, Monday & Tuesday.",America/New_York,34.66076,-82.58936,2023-07-06,17:20:00,31.7,20.6,30.4,77.7,1.6,0.0,0.0,11.2,9.4,310.0,1014.0,40.2,,198.0,17.2,20:46:48,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,,,9.4
"Rue Marceau, 49100 Angers, France",Similar temperatures continuing with a chance of rain tomorrow & Saturday.,Europe/Paris,47.46702,-0.55914,2023-07-06,23:18:00,27.9,9.1,19.2,63.8,0.0,0.0,0.0,20.5,12.6,134.2,1016.4,44.9,,349.4,30.3,22:01:17,10.0,Partly cloudy throughout the day.,Partially cloudy,Moderate thunderstorm warning,"Moderate damages may occur, especially in vulnerable or in exposed areas and to people who carry out weather-related activities.",12.6
"Antofagasta, República de Chile",Similar temperatures continuing with no rain expected.,America/Santiago,-23.6395,-70.396,2023-07-06,17:00:00,17.0,14.5,17.0,77.0,0.0,0.0,,23.4,20.9,201.0,1015.1,68.9,,177.5,15.2,18:08:20,10.0,Partly cloudy throughout the day.,Partially cloudy,,,20.9
"Aniak, AK, United States",Warming up with a chance of rain multiple days.,America/Anchorage,61.58158,-159.56678,2023-07-06,13:15:00,14.4,10.0,13.9,79.5,0.56,0.0,0.0,55.1,27.7,151.1,1011.6,91.5,,102.5,8.8,00:16:30,10.0,Cloudy skies throughout the day with rain in the morning and afternoon.,"Rain, Overcast",,,27.7
"Zanaga, République du Congo",Similar temperatures continuing with no rain expected.,Africa/Brazzaville,-2.84979,13.82156,2023-07-06,22:00:00,33.0,17.7,23.4,59.2,0.0,0.0,0.0,25.9,7.2,210.1,1013.1,22.8,,261.4,22.5,18:08:21,10.0,Partly cloudy throughout the day.,Partially cloudy,,,7.2
"Ankara, Türkiye",Similar temperatures continuing with no rain expected.,Europe/Istanbul,39.92109,32.85393,2023-07-07,23:50:00,30.8,19.2,25.3,47.9,0.1,0.0,0.0,36.4,19.1,337.8,1009.5,38.1,,344.0,29.8,20:19:55,10.0,Partly cloudy throughout the day.,Partially cloudy,,,19.1
"Andulo, Angola",Similar temperatures continuing with no rain expected.,Africa/Luanda,-11.48782,16.6929,2023-07-06,22:00:00,25.4,10.5,16.1,37.4,0.0,0.0,0.0,36.4,16.2,111.1,1017.9,1.5,,250.0,21.6,17:42:14,10.0,Clear conditions throughout the day.,Clear,,,16.2
"Antsirabato, Antalaha, Madagascar",Similar temperatures continuing with a chance of rain multiple days.,Indian/Antananarivo,-14.94551,50.29741,2023-07-07,00:00:00,27.0,18.2,18.7,71.2,1.0,0.0,0.0,33.5,18.7,176.5,1022.0,26.8,,196.5,17.2,17:22:01,10.0,Clearing in the afternoon with rain in the morning and afternoon.,"Rain, Partially cloudy",,,18.7
"Angoche, Nampula, Moçambique",Similar temperatures continuing with a chance of rain multiple days.,Africa/Maputo,-16.2309,39.9036,2023-07-06,23:00:00,25.4,22.7,23.9,66.8,8.4,0.0,0.0,29.5,24.5,165.2,1021.3,77.6,,119.9,10.3,17:01:00,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,,24.5
"Lee St, Annapolis, MD 21401, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,38.97997,-76.52764,2023-07-06,17:10:00,30.6,24.9,31.1,81.5,0.302,0.0,0.0,14.8,16.3,144.0,1013.0,11.2,,188.9,16.4,20:34:45,60.0,Clear conditions throughout the day with storms possible.,Rain,,,16.3
"Angola, IN, United States",Similar temperatures continuing with a chance of rain Saturday & Sunday.,America/Indiana/Indianapolis,41.63487,-84.99861,2023-07-06,17:18:00,27.9,19.5,25.4,80.2,0.506,0.0,0.0,34.9,22.1,297.6,1013.0,61.2,,200.4,17.2,21:17:02,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,22.1
"Bussels, 2310 Rijkevorsel, België",Cooling down with a chance of rain multiple days.,Europe/Brussels,51.34065,4.76286,2023-07-06,23:16:00,22.2,12.0,15.0,66.7,0.0,0.0,0.0,30.6,13.9,220.4,1017.0,80.4,,270.8,23.5,21:58:20,10.0,Partly cloudy throughout the day.,Partially cloudy,,,13.9
"Andahuaylas, Apurímac, Perú",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,America/Lima,-13.6565,-73.3841,2023-07-06,16:00:00,16.7,3.1,15.8,60.9,0.0,0.0,0.0,9.7,12.2,34.4,1017.9,14.1,,254.7,22.1,17:38:50,10.0,Clear conditions throughout the day.,Clear,,,12.2
"Antigua, Islas Canarias, España",Similar temperatures continuing with no rain expected.,Atlantic/Canary,28.4235,-14.0146,2023-07-06,22:00:00,28.9,20.1,23.0,62.6,0.0,0.0,0.0,33.1,31.7,348.6,1015.7,23.1,,346.1,29.8,20:57:17,10.0,Partly cloudy throughout the day.,Partially cloudy,,,31.7
"Anvik, AK, United States",Warming up with a chance of rain multiple days.,America/Anchorage,62.65398,-160.20081,2023-07-06,13:20:00,13.3,10.3,13.1,89.4,1.8,0.0,0.0,32.4,13.2,134.6,1014.3,97.0,,50.0,4.1,00:33:48,10.0,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",Special Weather Statement,"...Rising Rivers Through the Weekend...
Numerous rain showers through Saturday will cause rises in creeks
and rivers in the Western and Central Brooks Range through the
weekend. Additional rainfall of 1 to 2 inches is expected over
the Western and Central Brooks range through Saturday.
People in the Western and Central Brooks range and along
waterways north and west of Galena should should remain alert for
the possibility of rising water levels through the weekend.",13.2
"Andenes, Nordland, Norge",Similar temperatures continuing with no rain expected.,Europe/Oslo,69.31199,16.11656,2023-07-06,22:50:00,12.0,9.0,9.0,88.3,0.0,0.0,0.0,33.8,22.3,326.9,1013.9,78.7,,213.0,18.4,00:00:00,10.0,Partly cloudy throughout the day.,Partially cloudy,,,22.3
"South St. Anthony, St Paul, MN, United States",Similar temperatures continuing with no rain expected.,America/Chicago,44.96725,-93.19668,2023-07-06,16:17:00,24.5,13.1,23.5,51.4,0.0,0.0,0.0,35.3,17.6,319.5,1018.1,28.8,,298.0,25.7,21:01:40,10.0,Partly cloudy throughout the day.,Partially cloudy,,,17.6
"Annaberg, Niederösterreich, Österreich",Similar temperatures continuing with a chance of rain Tuesday & Wednesday.,Europe/Vienna,47.87174,15.37577,2023-07-06,23:19:00,25.0,12.4,17.3,71.2,4.5,0.0,0.0,16.6,18.4,317.6,1019.5,65.1,,285.4,24.7,20:59:19,10.0,Clearing in the afternoon with a chance of rain throughout the day.,"Rain, Partially cloudy",,,18.4
"Nobitz, Thüringen, Deutschland",Similar temperatures continuing with a chance of rain Sunday & Monday.,Europe/Berlin,50.97621,12.48683,2023-07-06,22:50:00,24.0,10.0,15.0,55.4,0.0,0.0,0.0,23.8,16.6,254.1,1017.8,41.6,,370.5,32.1,21:25:33,10.0,Partly cloudy throughout the day.,Partially cloudy,,,16.6
"Abou Deia, Yalnas-Aboudéia, Salamat, Tchad",Similar temperatures continuing with a chance of rain multiple days.,Africa/Ndjamena,11.45176,19.28512,2023-07-06,22:00:00,32.7,22.8,27.1,63.7,4.0,0.0,0.0,36.0,26.6,198.9,1011.1,71.4,,243.6,21.0,18:10:45,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,26.6
"Anadolu Sokak, 26220, Zafer, Tepebaşı, Eskişehir, Türkiye",Warming up with a chance of rain tomorrow & Sunday.,Europe/Istanbul,39.79211,30.5272,2023-07-07,23:50:00,29.7,19.6,22.0,62.9,0.0,0.0,0.0,46.4,24.8,315.0,1011.1,45.5,,336.9,29.2,20:28:49,10.0,Partly cloudy throughout the day.,Partially cloudy,,,24.8
"Lima, OH, United States",Similar temperatures continuing with a chance of rain Saturday & Sunday.,America/New_York,40.74269,-84.10745,2023-07-06,17:16:00,28.9,21.2,29.3,80.8,3.093,0.0,0.0,35.4,19.8,269.0,1012.5,38.6,,224.3,19.4,21:10:34,30.0,Becoming cloudy in the afternoon with storms possible.,"Rain, Partially cloudy",,,19.8
"Ancona, Marche, Italia",Similar temperatures continuing with a chance of rain tomorrow.,Europe/Rome,43.6185,13.509,2023-07-06,23:15:00,27.0,18.0,21.1,77.6,0.0,0.0,0.0,34.9,29.0,279.6,1014.6,51.5,,201.8,17.3,20:49:57,30.0,Partly cloudy throughout the day.,Partially cloudy,,,29.0
"Komorica, Pleternica, Hrvatska","Similar temperatures continuing with a chance of rain tomorrow, Wednesday & Thursday.",Europe/Zagreb,45.2392,17.72964,2023-07-06,23:15:00,27.0,18.0,20.7,88.1,3.1,0.0,0.0,23.8,14.8,281.2,1015.9,54.9,,282.2,24.4,20:39:07,10.0,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",Yellow thunderstorm warning,Severe thundershowers possible locally. lightning risk > 60 %,14.8
"Κάρπαθος, Νότιο Αιγαίο, Ελλάδα",Similar temperatures continuing with no rain expected.,Europe/Athens,35.5074,27.2155,2023-07-07,23:50:00,28.6,25.0,25.0,69.7,0.0,0.0,0.0,58.0,36.0,298.9,1008.2,1.2,,344.8,29.5,20:29:41,10.0,Clear conditions throughout the day.,Clear,Moderate High Temperature warning,Locally high temperatures are expected,36.0
"Paso de los Libres, Corrientes, Argentina",Cooling down with a chance of rain multiple days.,America/Argentina/Cordoba,-29.7156,-57.0952,2023-07-06,18:00:00,28.0,17.0,23.0,74.8,0.5,0.0,0.0,42.5,33.5,15.9,1010.7,84.8,,57.3,4.9,18:02:22,10.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,,33.5
"Arona, Islas Canarias, España",Similar temperatures continuing with no rain expected.,Atlantic/Canary,28.0987,-16.682,2023-07-06,22:00:00,27.6,22.0,23.7,70.3,0.0,0.0,,68.4,29.8,91.2,1016.8,75.3,,146.1,12.5,21:07:14,10.0,Partly cloudy throughout the day.,Partially cloudy,,,29.8
"East Altoona, Altoona, PA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,40.55421,-78.36001,2023-07-06,16:45:00,29.7,19.0,28.3,76.4,5.646,0.0,0.0,18.4,13.1,183.2,1013.9,48.3,,239.1,20.6,20:46:58,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,13.1
"Alor Setar, Kedah, Malaysia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kuala_Lumpur,6.13164,100.389,2023-07-07,05:00:00,32.2,22.9,26.9,79.3,0.8,0.0,0.0,13.7,11.9,239.8,1010.3,47.4,,287.0,24.9,19:37:14,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.9
"Aosta, Valle d'Aosta, Italia",Similar temperatures continuing with a chance of rain multiple days.,Europe/Rome,45.7375,7.32072,2023-07-06,23:17:00,26.1,17.2,19.3,62.7,0.3,0.0,0.0,64.4,22.4,339.3,1016.7,52.3,,234.9,20.3,21:22:41,10.0,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,,22.4
"Airport Line & Centennial Rd, Bluewater, ON N0M, Canada",Similar temperatures continuing with a chance of rain tomorrow.,America/Nipigon,43.5046,-81.5387,2023-07-06,17:10:00,24.7,19.2,25.8,84.3,13.2,0.0,0.0,35.3,16.2,295.7,1012.0,66.0,,84.9,7.2,21:09:39,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",heat,"
A multi-day heat event continues.

Maximum temperatures:
29 to 32 degrees Celsius 
 
Minimum temperatures:
18 to 21 degrees Celsius

Humidex:
37 to 40

Timing:
Today. 
Temperatures will be several degrees cooler on Friday.

Discussion:
Areas near the lakes could be slightly cooler than regions further inland.

Hot and humid air can also bring deteriorating air quality and can result in the Air Quality Health Index approaching the high risk category.

###

Extreme heat affects everyone.

The risks are greater for young children, pregnant women, older adults, people with chronic illnesses and people working or exercising outdoors.

Watch for the effects of heat illness: swelling, rash, cramps, fainting, heat exhaustion, heat stroke and the worsening of some health conditions.

Heat warnings are issued when very high temperature or humidity conditions are expected to pose an elevated risk of heat illnesses, such as heat stroke or heat exhaustion.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to ONstorm@ec.gc.ca or tweet reports using #ONStorm.
",16.2
"Apolo, La Paz, Estado Plurinacional de Bolivia",Similar temperatures continuing with a chance of rain multiple days.,America/La_Paz,-14.71595,-68.41816,2023-07-06,17:00:00,25.8,12.4,22.8,74.8,0.1,0.0,0.0,19.1,15.8,349.0,1013.0,22.8,,229.8,19.7,18:17:06,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,,15.8
"Napa, CA, United States",Warming up with no rain expected.,America/Los_Angeles,38.5098,-122.326,2023-07-06,14:00:00,23.0,11.7,19.8,72.0,0.0,0.0,0.0,64.8,20.5,234.3,1011.5,37.1,,337.6,29.2,20:36:30,10.0,Partly cloudy throughout the day.,Partially cloudy,,,20.5
"Naples, Musina, Limpopo, South Africa",Cooling down with no rain expected.,Africa/Johannesburg,-22.40362,29.5717,2023-07-06,23:00:00,22.2,11.1,14.0,60.1,0.0,0.0,0.0,38.5,19.4,87.3,1027.0,0.6,,188.7,16.2,17:30:48,10.0,Clear conditions throughout the day.,Clear,,,19.4
"Ap Hill Dr, Bowling Green, VA 22427, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,38.07168,-77.32134,2023-07-06,16:33:00,31.2,21.6,28.9,80.2,17.194,0.0,0.0,27.7,14.5,99.4,1012.8,28.1,,172.3,14.8,20:35:13,60.0,Becoming cloudy in the afternoon with storms possible.,"Rain, Partially cloudy",,,14.5
"Pulan, Jakholi, UK, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,30.42245,78.91713,2023-07-07,03:00:00,25.3,15.3,15.8,71.3,9.4,0.0,0.0,7.9,12.2,198.7,1007.9,69.1,,284.5,24.7,19:20:06,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,12.2
"Nampula, Moçambique",Cooling down with no rain expected.,Africa/Maputo,-15.1132,39.2578,2023-07-06,21:00:00,26.7,16.3,19.0,75.0,0.0,0.0,0.0,31.3,22.3,178.4,1022.8,73.1,,139.9,12.1,17:05:36,10.0,Partly cloudy throughout the day.,Partially cloudy,,,22.3
"Alpena, MI, United States",Similar temperatures continuing with a chance of rain Monday & Tuesday.,America/Detroit,45.0616,-83.4452,2023-07-06,17:12:00,25.5,17.3,24.2,85.8,4.078,0.0,0.0,37.1,23.7,329.7,1012.7,66.6,,209.3,18.1,21:23:02,10.0,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,,23.7
"Asapa, Vadnagar, GJ, India",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kolkata,23.87405,72.76011,2023-07-07,02:30:00,33.7,28.4,29.0,66.6,6.5,0.0,0.0,24.8,16.6,181.9,1000.5,97.4,,169.4,14.6,19:30:19,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,16.6
"Arapiraca, AL, Brasil",Similar temperatures continuing with a chance of rain multiple days.,America/Maceio,-9.75155,-36.6602,2023-07-06,18:00:00,24.2,19.1,23.0,85.7,3.9,0.0,0.0,25.9,18.0,157.1,1017.6,85.8,,110.7,9.4,17:18:40,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,18.0
"April Ln, Albemarle, NC 28001, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,35.3246,-80.28256,2023-07-06,17:09:00,31.2,21.8,32.2,78.4,1.389,0.0,0.0,14.8,6.2,293.1,1014.0,47.2,,248.6,21.6,20:39:20,60.0,Clearing in the afternoon with storms possible.,"Rain, Partially cloudy",,,6.2
"Anápolis, GO, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-16.3287,-48.9529,2023-07-06,18:00:00,25.1,12.1,20.3,50.1,0.0,0.0,0.0,43.2,20.0,97.5,1020.9,5.6,,223.8,19.4,17:56:20,10.0,Clear conditions throughout the day.,Clear,,,20.0
"Marion St, Prairie City, IA 50228, United States",Similar temperatures continuing with no rain expected.,America/Chicago,41.5394,-93.30673,2023-07-06,15:55:00,24.5,13.8,22.5,60.5,0.0,0.0,0.0,35.3,19.7,343.2,1018.5,11.7,,287.6,24.7,20:49:57,10.0,Clear conditions throughout the day.,Clear,,,19.7
"Apple Valley, CA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,34.5237,-117.216,2023-07-06,14:15:00,33.9,11.0,31.7,29.6,0.0,0.0,0.0,55.4,35.3,227.8,1011.0,1.1,,374.1,32.4,20:04:55,10.0,Clear conditions throughout the day.,Clear,,,35.3
"Alto Parnaíba, MA, Brasil",Similar temperatures continuing with no rain expected.,America/Fortaleza,-9.11051,-45.93146,2023-07-06,18:00:00,33.9,16.5,27.5,41.5,0.0,0.0,0.0,29.5,15.8,114.5,1014.6,52.6,,244.7,21.1,17:56:52,10.0,Partly cloudy throughout the day.,Partially cloudy,,,15.8
"Zapala, Neuquén, Argentina",Similar temperatures continuing with no rain expected.,America/Argentina/Salta,-38.9002,-70.0651,2023-07-06,18:10:00,7.4,1.6,7.8,60.5,0.0,0.0,0.0,31.3,20.5,300.8,1017.3,51.9,,92.4,7.8,18:31:19,10.0,Partly cloudy throughout the day.,Partially cloudy,,,20.5
"Quiché, Guatemala",Similar temperatures continuing with a chance of rain multiple days.,America/Guatemala,14.94426,-91.11079,2023-07-06,15:15:00,24.6,13.0,20.3,81.5,1.3,0.0,0.0,15.8,14.0,26.3,1017.5,61.7,,193.0,16.6,18:38:36,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,14.0
"القيصومة, حفر الباطن, السعودية",Similar temperatures continuing with no rain expected.,Asia/Riyadh,28.30278,46.11933,2023-07-07,23:00:00,44.7,30.5,36.0,9.0,0.0,0.0,0.0,26.3,24.8,328.3,1001.0,28.4,,343.9,29.6,18:56:23,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,24.8
"Calle Almería, 18320 Santa Fe (Granada), España",Similar temperatures continuing with no rain expected.,Europe/Madrid,37.21685,-3.72697,2023-07-06,23:17:00,36.0,18.1,28.5,27.4,0.0,0.0,0.0,22.7,16.6,269.8,1014.7,13.9,,323.5,28.0,21:38:25,10.0,Clear conditions throughout the day.,Clear,,,16.6
"Ariquemes, RO, Brasil",Similar temperatures continuing with no rain expected.,America/Porto_Velho,-9.91359,-63.0431,2023-07-06,17:00:00,35.4,19.5,32.7,55.9,0.0,0.0,0.0,11.5,5.8,69.2,1011.0,18.8,,239.9,20.9,18:03:57,10.0,Clear conditions throughout the day.,Clear,,,5.8
